ID Site;28061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nom Site;France - Lac du Bourget;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Modele;WG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heure mise a jour;25.08. 18:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Heures;Mo25.14h;Mo25.16h;Mo25.18h;Mo25.20h;Mo25.22h;Tu26.03h;Tu26.05h;Tu26.07h;Tu26.09h;Tu26.11h;Tu26.13h;Tu26.15h;Tu26.17h;Tu26.19h;Tu26.21h;We27.03h;We27.05h;We27.07h;We27.09h;We27.11h;We27.13h;We27.15h;We27.17h;We27.19h;We27.21h;Th28.03h;Th28.05h;Th28.07h;Th28.09h;Th28.11h;Th28.13h;Th28.15h;Th28.17h;Th28.19h;Fr29.05h;Fr29.07h;Fr29.09h;Fr29.11h;Fr29.13h;Fr29.15h;Fr29.17h;Fr29.19h;Sa30.05h;Sa30.07h;Sa30.09h;Sa30.11h;Sa30.13h;Sa30.15h;Sa30.17h;Sa30.19h;Su31.05h;Su31.08h;Su31.11h;Su31.14h;Su31.17h;Su31.20h;Mo1.05h;Mo1.08h;Mo1.11h;Mo1.14h;Mo1.17h;Mo1.20h;Tu2.05h;Tu2.08h;Tu2.11h;Tu2.14h;Tu2.17h;Tu2.20h;We3.05h;We3.08h;We3.11h;We3.14h;We3.17h;We3.20h;Th4.05h;Th4.08h;Th4.11h;Th4.14h;Th4.17h;Th4.20h;Fr5.05h;Fr5.08h;Fr5.11h;Fr5.14h;Fr5.17h;Fr5.20h;Sa6.05h;Sa6.08h;Sa6.11h;Sa6.14h;Sa6.17h;Sa6.20h;Su7.05h;Su7.08h;Su7.11h;Su7.14h;Su7.17h;Su7.20h;Mo8.05h;Mo8.08h;Mo8.11h;Mo8.14h;Mo8.17h;Mo8.20h;Tu9.05h;Tu9.08h;Tu9.11h;Tu9.14h;Tu9.17h;Tu9.20h
Vent (noeuds);2;3;3;2;3;3;3;4;4;2;2;3;3;4;6;4;2;3;3;4;4;3;5;5;5;6;6;4;5;1;3;3;3;4;3;1;1;3;5;7;8;8;4;2;3;4;5;5;5;3;3;3;3;3;1;2;1;1;3;3;3;1;3;1;4;7;6;1;2;2;2;2;2;2;3;2;2;3;5;1;3;3;3;3;2;2;2;2;3;3;2;1;3;3;3;2;2;2;3;2;1;3;3;2;3;3;2;3;2;2
Rafales (noeuds);4;6;6;4;6;6;5;6;7;7;6;6;7;12;17;10;8;7;8;9;9;7;11;12;11;11;14;10;10;8;8;10;10;11;5;4;6;9;14;17;18;19;8;4;6;7;8;10;10;7;5;5;6;6;7;6;2;2;7;7;9;8;6;4;10;10;9;2;2;2;3;4;3;2;2;2;2;4;4;1;2;3;3;2;3;1;2;3;2;2;3;1;2;3;2;2;2;2;3;2;3;4;5;1;3;3;2;3;3;2
Direction du vent (degres);27;339;271;174;149;126;129;129;132;142;163;84;172;276;265;92;68;118;126;155;173;334;238;140;181;187;192;258;135;275;262;246;254;272;320;319;234;239;244;239;230;216;228;174;174;219;236;242;239;220;141;146;133;141;174;169;104;142;309;317;330;314;31;44;348;1;325;354;80;80;355;330;244;218;101;96;282;254;261;247;63;63;9;313;280;121;79;55;360;308;275;86;85;78;8;333;283;97;111;118;166;254;264;259;237;109;318;277;266;59
Temperature (C);27;27;27;25;24;22;21;21;22;25;27;28;29;26;23;21;21;21;21;22;24;25;25;25;23;20;20;19;19;21;22;22;22;20;15;15;17;20;22;21;18;17;15;14;16;19;21;23;23;22;16;16;18;19;20;19;16;16;18;19;19;17;12;12;18;23;22;16;10;12;19;24;24;18;12;14;23;27;26;19;13;14;22;27;27;20;15;15;23;27;28;21;15;16;24;29;29;22;16;17;23;27;27;20;17;17;21;26;23;17
Nuages Haut (%);93;98;87;66;;;;;;27;76;93;94;93;99;25;43;46;85;64;75;72;55;36;39;100;100;100;79;31;57;99;99;100;7;6;;;45;18;18;93;13;8;;;26;25;26;;34;71;59;71;58;78;100;83;61;93;100;100;63;100;68;;46;64;;;15;37;59;8;;37;10;;;5;83;22;31;;8;53;59;23;18;21;58;8;29;5;5;88;99;98;100;97;100;69;5;;100;100;67;;;
Nuages Moyen (%);;;7;48;50;;;;;;;;31;87;92;29;51;96;80;81;45;64;58;73;97;99;100;85;84;50;62;56;60;79;;5;;;29;55;55;99;81;75;58;62;57;53;36;54;71;94;100;89;97;62;54;80;89;78;67;51;57;22;;;;;;;;;;;;;;;;;;;;5;;;80;24;5;73;81;59;;;;;36;6;;78;87;70;;;100;100;84;5;;
Nuages Bas (%);;;;;;;;;;;;;;;;;6;17;20;;;;34;6;45;67;83;68;60;33;37;55;58;78;68;30;9;9;;20;20;73;89;69;62;67;58;39;25;10;10;50;86;85;85;58;58;87;89;71;67;66;36;6;5;37;76;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;100;64;44;21;
Precipitations (mm/1h);;;;;;;;;;;;;;0.1;0.3;;0.2;0.1;1.2;;;;0.5;;0.3;1.8;6.9;5.3;0.8;;;0.5;0.4;1.2;0.2;;;;;0.3;0.3;0.3;1.2;;;;;;;;;0.9;1.1;2.7;2.1;0.8;0.6;0.5;0.8;0.3;0.3;0.5;0.8;;;;;;;;;;;;;;;;;;;;;;;;0.1;0.3;0.1;;;;;;;;;;0.1;0.1;;;;;0.3;2.7;0.1;0.1;0.7;0.6
Note Windguru;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

